words	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
sürücü	0	0	0	0	0	0	0	0	0	0
sürüklemek	0	0	0	0	0	0	0	0	0	0
sürüklendi	0	0	0	0	0	0	0	0	0	0
sürüklenme	0	0	0	0	0	0	0	0	0	0
sürüler	0	0	0	0	0	0	0	0	0	0
sürülmüş	0	0	0	0	0	0	0	0	0	0
sürüncemede bırakmak	0	0	0	0	0	0	0	0	0	0
sürünen	0	1	0	0	0	0	0	0	0	0
sürüngen	0	0	0	0	0	0	0	0	0	0
sürünme	0	0	0	0	0	1	0	0	0	0
şurup	0	0	0	0	0	0	0	0	0	0
sus	0	0	0	0	0	0	1	0	0	0
süs	0	0	0	0	0	0	0	0	0	0
suskun	0	0	0	1	0	1	0	0	0	0
süsleme	0	0	0	0	0	0	0	0	0	0
süslemek	0	0	0	0	0	0	0	0	0	0
süslü	0	0	0	0	0	0	1	0	0	0
süspansiyon	0	0	0	1	0	1	0	0	0	0
susturucu	0	0	0	0	0	0	0	0	0	0
susuz	0	0	0	0	0	0	0	0	0	0
susuzluk	0	1	0	0	0	0	0	1	1	0
Süt	0	0	0	0	0	0	0	0	0	0
süt kuzusu	0	0	0	0	0	0	0	0	0	0
sütlü	0	0	0	0	0	0	0	0	0	0
sütlük	0	0	0	0	0	0	0	0	0	0
sütun	0	0	0	0	0	0	0	0	0	0
sütunlu giriş	0	0	0	0	0	0	0	0	0	0
süvari	0	0	0	0	0	0	0	0	0	0
süvari atı	0	0	0	0	0	0	0	0	0	0
suyolu	0	0	0	0	0	0	0	0	0	0
süzülme	0	0	0	0	0	1	1	0	0	0
süzülmüş	0	0	0	0	0	0	0	0	0	0
taahhüt	0	0	0	0	0	1	0	1	0	0
taammüden	0	0	0	1	0	1	0	0	0	0
taba rengi	0	0	0	0	0	0	0	0	0	0
tabak	0	0	0	0	0	0	0	0	0	0
tabaka	0	0	0	0	0	0	0	0	0	0
tabakalı	0	0	0	0	0	0	0	0	0	0
tabanca	1	0	0	1	0	1	0	0	0	0
tabela	0	0	0	0	0	0	0	0	0	0
tabi	0	0	0	0	0	1	0	1	0	0
tablet	0	0	0	0	0	0	0	0	0	0
tablo	0	0	0	0	0	0	0	0	0	0
tabu	0	0	1	1	0	1	0	0	0	0
tabur	1	0	0	0	0	0	0	0	0	0
tabureler	0	0	1	0	0	1	0	0	0	0
tabut	0	0	0	1	0	1	0	1	0	0
taç	0	0	0	0	0	0	0	0	0	0
taç giyme	0	0	0	0	1	0	1	0	0	1
taciz	1	0	1	1	0	1	0	1	0	0
tackling	0	0	0	0	0	0	0	0	0	0
tafta	0	0	0	0	0	0	0	0	0	0
tahakkuk	0	0	0	0	0	0	0	0	0	0
tahıl	0	0	0	0	0	0	0	0	0	0
tahıl ambarı	0	0	0	0	0	0	0	0	0	0
tahkikat	0	0	0	0	0	0	0	0	0	0
Tahkim	0	1	0	0	0	0	0	0	0	0
tahlil	0	0	0	0	0	0	0	0	0	0
tahliye	0	0	0	0	0	1	0	0	0	0
tahliye ettirmek	0	0	0	0	0	1	0	1	0	0
tahmin	0	0	0	0	0	0	0	0	0	0
tahminci	0	0	0	0	0	0	0	0	0	0
tahribat	1	0	0	1	0	1	0	1	1	0
tahrif	1	0	0	0	0	1	0	0	0	0
tahrik	0	0	0	0	0	1	0	0	0	0
tahrik edici	1	0	0	1	0	1	0	0	1	0
tahrikli	0	0	0	0	0	0	0	0	0	0
tahrip	1	0	0	1	0	1	0	1	0	0
tahriş	1	0	1	0	0	1	0	1	0	0
tahsis	0	0	0	0	0	0	0	0	0	0
taht	0	0	0	0	0	0	1	0	0	1
tahta	0	0	0	0	0	0	0	0	0	0
tahta bacakları	0	0	0	0	0	0	0	0	0	0
tahviller	0	0	0	0	0	1	0	0	0	0
takas	0	0	0	0	0	0	0	0	0	1
takdir	0	0	0	0	1	0	1	0	0	1
takdire değer	0	0	0	0	1	0	1	0	0	1
takip et	0	0	0	0	0	0	0	0	0	0
takipçi	0	0	0	0	0	0	0	0	0	1
takı	0	0	0	0	0	0	0	0	0	0
takılmak	0	0	0	0	0	0	0	0	0	0
takım	0	0	0	0	0	0	0	0	0	0
takım elbise	0	0	0	0	0	0	0	0	0	0
takımyıldız	0	0	0	0	0	0	0	0	0	0
takıntı	0	0	0	0	0	0	0	0	0	0
takırdamak	0	0	0	0	0	0	0	0	0	0
takla	0	0	0	0	0	1	0	0	0	0
taklit	0	0	0	0	0	0	1	0	0	0
taklit edilemez	0	0	0	0	0	0	1	0	0	1
taklit etmek	0	0	0	0	0	0	0	0	0	0
taklitçi	1	0	1	0	0	1	0	0	0	0
taklitçilik	0	0	0	0	0	1	0	0	1	0
Takma ad	0	0	0	0	0	0	0	0	0	0
takometre	0	0	0	0	0	0	0	0	0	0
taksi	0	0	0	0	0	0	1	0	0	0
taksit	0	0	0	0	0	0	0	0	0	0
taksonomisi	0	0	0	0	0	0	0	0	0	0
taktik	0	0	0	1	0	0	0	0	0	1
takunya	0	0	0	0	0	0	0	0	0	0
takvim	0	0	0	0	0	0	0	0	0	0
takviye kuvvetleri	0	0	0	0	0	0	0	0	0	1
talan	1	0	1	1	0	1	0	0	0	0
talaş	0	0	0	0	0	0	0	0	0	0
talep	1	0	0	0	0	1	0	0	0	0
talep etmek	1	0	0	0	0	1	0	1	0	0
talimat	0	0	0	0	0	0	0	0	0	0
Talimatlar	0	1	0	0	0	0	0	0	0	1
talip	0	0	0	0	0	0	0	0	0	0
tam	0	0	0	0	0	0	1	0	0	0
tam gölge	0	0	0	0	0	0	0	0	0	0
tamamen	0	0	0	0	0	0	0	0	0	0
tamamına erdirme	0	0	0	0	0	0	0	0	0	0
tamamladıktan	0	1	0	0	1	0	1	0	0	0
tamamlama	0	1	0	0	1	0	1	0	0	0
tamamlanan	0	0	0	0	0	0	0	0	0	0
Tamamlayıcı	0	1	0	0	1	0	1	0	1	1
tamir	0	0	0	0	0	0	0	0	0	0
tamircilik	0	0	0	0	0	0	0	0	0	0
tamlık	0	0	0	0	0	0	1	0	0	0
tampon	0	0	0	0	0	0	0	0	0	0
tamsayı	0	0	0	0	0	0	0	0	0	0
tandem	0	0	0	0	0	0	0	0	0	1
tanıdık	0	0	0	0	0	0	0	0	0	0
tanık	0	0	0	0	0	0	0	0	0	1
tanıklık	0	0	0	0	0	0	0	0	0	1
tanılama	0	0	0	0	0	0	0	0	0	0
tanım	0	0	0	0	0	0	0	0	0	0
tanıma	0	0	0	0	0	0	0	0	0	0
tanımlamak	0	0	0	0	0	0	0	0	0	0
tanımlanmış	0	0	0	0	0	0	0	0	0	0
tanımlayıcı	0	0	0	0	0	0	1	0	0	0
Tanımsız	0	0	0	0	0	0	0	0	0	0
tanınabilir	0	1	0	0	0	0	1	0	0	0
tanınan	0	0	0	0	0	0	0	0	0	0
tanınmamış	0	0	0	0	0	1	0	0	0	0
tanışık	0	0	0	0	0	0	0	0	0	0
tanıtıcı	0	0	0	0	0	0	0	0	0	0
tanıtım	0	0	0	0	0	0	1	0	0	0
tanıtmak	0	0	0	0	0	0	0	0	0	0
tank	0	0	0	0	0	0	0	0	0	0
tanrıça	0	0	0	0	0	0	0	0	0	0
tanrıya inanır	0	0	0	0	0	0	0	0	0	0
tantana	0	1	0	0	1	0	1	0	1	0
tantanalı	0	0	0	0	0	0	0	0	0	0
tanzim	0	1	0	0	0	0	1	0	0	1
tapılası	0	0	0	0	1	0	1	0	0	0
tapınak	0	0	0	0	0	0	0	0	0	0
tapınma	0	0	0	0	1	0	1	0	0	1
tapmak	0	1	0	0	1	0	1	0	0	1
tapu	0	0	0	0	0	0	0	0	0	1
tarafsız	0	0	0	0	0	0	1	0	0	1
tarafsızlık	0	0	0	0	0	1	0	0	0	0
tarak	0	0	0	0	0	0	0	0	0	0
tarak kabuğu	0	0	0	0	0	0	0	0	0	0
taramak	0	0	0	0	0	0	0	0	0	0
Tarçın	0	0	0	0	0	0	0	0	0	0
taret	0	0	0	0	0	0	0	0	0	0
tarif	0	0	0	0	0	0	0	0	0	0
tarife	1	0	1	0	0	1	0	0	0	0
Tarifsiz	0	0	0	0	0	0	0	0	0	0
tarih	0	0	0	0	0	0	0	0	0	0
tarih yazma	0	0	0	0	0	0	0	0	0	0
Tarihçe	0	0	0	0	0	0	0	0	0	0
tarihçi	0	0	0	0	0	0	0	0	0	0
tarihe karışmak	0	0	0	0	0	0	0	0	1	0
tarihi	0	0	0	0	0	0	0	0	0	0
tarihsel olaylar	0	0	0	0	0	0	0	0	0	0
tarikat	0	0	0	1	0	1	0	0	0	0
tarım	0	0	0	0	0	0	0	0	0	0
tarıma elverişli	0	0	0	0	0	0	0	0	0	0
tartan	0	0	0	0	0	0	0	0	0	0
tartı	0	0	0	0	0	0	0	0	0	0
tartışılabilir	0	0	0	0	0	0	0	0	0	0
tartışma	1	0	0	0	0	1	0	0	0	0
tartışmak	1	0	0	0	0	1	0	0	0	0
tartışmalı	0	0	0	0	0	1	0	0	0	0
tartışmasız	0	0	0	0	0	0	0	0	0	0
tartmak	0	1	0	0	0	0	0	0	0	1
tarz	0	0	0	0	0	0	0	0	0	0
taş	0	0	0	0	1	0	1	0	0	0
taş ocağı	0	0	0	0	0	0	0	0	0	0
taşan	0	0	0	0	0	0	0	0	0	0
tasarım	0	0	0	0	0	0	0	0	0	0
tasarımcı	0	0	0	0	0	0	1	0	0	0
tasarlamak	0	0	0	0	0	0	0	0	0	0
tasarlanmış	0	0	0	0	0	0	0	0	0	0
tasarruf	0	0	0	0	0	1	0	0	0	0
tasavvufi	0	0	0	0	0	0	0	0	0	0
tasayla	0	0	0	1	0	1	0	1	1	0
tasdik	0	0	0	0	0	0	0	0	0	1
tasfiye	0	0	0	0	0	0	0	0	0	0
tasfiye etmek	0	0	0	0	0	0	0	0	0	0
tashih	0	0	0	0	0	0	1	0	0	0
taşıma	0	0	0	0	0	0	0	0	0	0
taşımacılık	0	0	0	0	0	0	0	0	0	0
Taşımak	0	0	0	0	0	0	0	0	0	0
taşınabilir	0	0	0	0	0	0	1	0	0	0
taşınan	0	0	0	0	0	0	0	0	0	0
taşınmaz	0	0	0	0	0	1	1	0	0	1
taşıyıcı	0	0	0	0	0	1	0	0	0	0
taşkınlık	0	0	0	0	1	0	1	0	0	0
taslak	0	1	0	0	0	0	0	0	0	0
taşlı	0	0	0	0	0	0	0	0	0	0
taşma	0	0	0	0	0	1	0	0	0	0
tasma kayışı	0	0	0	0	0	0	0	0	0	0
taşralı	0	0	0	0	0	0	0	0	0	1
tasvir	0	0	0	0	0	0	0	0	0	0
tasviridir	0	0	0	0	0	0	0	0	0	0
tat	0	0	0	0	0	0	0	0	0	0
tatarcık	0	0	0	0	0	0	0	0	0	0
tatil	0	1	0	0	1	0	1	0	0	0
tatlandırıcı	0	0	0	0	0	0	0	0	0	0
tatlandırmak	0	0	0	0	0	0	0	0	0	0
tatlı	0	0	0	0	0	0	0	0	0	0
tatlı çörek	0	0	0	0	0	0	0	0	0	0
tatlı patates	0	0	0	0	0	0	0	0	0	0
tatlılık	0	0	0	0	0	0	1	0	0	0
Tatlım	0	0	0	0	0	0	1	0	0	0
tatma	0	0	0	0	0	0	0	0	0	0
tatminsiz	0	0	1	0	0	1	0	1	0	0
tatsız	0	0	0	0	0	1	0	0	0	0
tava	0	0	0	0	0	0	0	0	0	0
tavan	0	0	0	0	0	0	0	0	0	0
taviz	0	0	0	0	0	0	0	0	0	0
tavır	0	0	0	0	0	0	0	0	0	0
tavla	0	0	0	0	0	0	0	0	0	0
tavşan	0	0	0	0	0	0	0	0	0	0
tavsiye	0	0	0	0	0	0	0	0	0	1
tavsiye etmek	0	0	0	0	0	0	1	0	0	1
tavuk	0	0	0	1	0	0	0	0	0	0
tavuskuşu	0	0	0	0	0	0	1	0	0	0
tay	0	0	0	0	0	0	0	0	0	0
tayfun	0	0	0	1	0	1	0	0	0	0
tayin	0	0	0	0	0	0	0	0	0	1
Tayin etmek	0	0	0	0	0	0	0	0	0	0
tayt	0	0	0	0	0	0	0	0	0	0
taziye	0	0	0	0	0	0	1	1	0	0
tazı	0	0	0	0	0	0	0	0	0	0
tazmin	0	0	0	0	0	1	0	0	0	0
tazminat	0	0	0	0	0	0	0	0	0	0
tebdili kıyafet	0	0	0	0	0	0	0	0	0	0
tebeşir	0	0	0	0	0	0	0	0	0	0
tebrik	0	0	0	0	1	0	1	0	0	0
tecâvüz	1	0	0	0	0	1	0	0	0	0
tecâvüz etmek	0	0	0	0	0	0	0	0	0	0
tecelli	0	0	0	0	0	0	1	0	0	0
teçhizat	0	0	0	0	0	0	0	0	0	0
tecrit edilmiş	0	0	0	0	0	0	0	0	0	0
ted	0	0	0	0	0	0	0	0	0	0
tedarik	0	0	0	0	0	0	0	0	0	0
tedavi	0	0	0	0	0	0	0	0	0	0
tedavi bilimi	0	0	0	0	0	0	1	0	0	0
tedavi edici	0	0	0	0	1	0	1	0	0	1
tedavi etmek	1	1	1	1	1	1	1	1	1	1
tedbirli	0	0	0	0	0	0	0	0	0	0
tedbirsiz	0	0	0	0	0	1	0	1	0	0
tedirgin	1	0	0	0	0	1	0	0	0	0
tedirginlik	0	0	0	1	0	1	0	0	0	0
tef	0	0	0	0	0	0	0	0	0	0
tefecilik	0	0	0	0	0	1	0	0	0	0
teflon	0	0	0	0	0	0	0	0	0	0
tefsir etme	0	0	0	0	0	0	0	0	0	0
teğet	0	0	0	0	0	0	0	0	0	0
teğmen	0	0	0	0	0	0	0	0	0	1
tehdit	1	0	0	1	0	1	0	0	0	0
tehdit etmek	1	1	0	1	0	1	0	0	0	0
tehditkar	1	0	0	1	0	1	0	0	0	0
Tehlike	0	0	0	1	0	1	0	1	0	0
tehlikeli	0	0	0	1	0	1	0	0	0	0
tehlikeye atmak	0	1	0	1	0	1	0	0	0	0
teizm	0	0	1	0	0	1	0	0	0	0
tek	0	0	0	0	0	0	0	0	0	0
tek adaylı	0	0	0	0	0	0	0	0	0	0
tek başına	0	0	0	0	0	0	1	0	0	0
tek boynuzlu at	0	0	0	0	0	0	0	0	0	0
tek hücreli hayvanlar	0	0	0	0	0	0	0	0	0	0
tek tabaka	0	0	0	0	0	0	0	0	0	0
tek tük	0	0	0	0	0	0	0	0	0	0
tekdüzelik	0	0	0	0	0	0	0	0	0	0
Tekel	0	0	0	0	0	0	0	0	0	0
tekelci	0	0	0	0	0	1	0	0	0	0
tekerlek	0	0	0	0	0	0	0	0	0	0
tekerlekler	0	0	0	0	0	0	0	0	0	0
tekeşlilik	0	0	0	0	0	0	0	0	0	1
tekil	0	0	0	0	0	0	0	0	0	0
tekir	0	0	0	0	0	0	0	0	0	0
teklif	0	0	0	0	0	0	0	0	0	0
teklif verme	0	0	0	0	0	0	0	0	0	0
teklifçi	0	0	0	0	0	0	0	0	0	0
tekme	1	0	0	0	0	1	0	0	0	0
tekne	0	0	0	0	0	0	0	0	0	0
teknik	0	0	0	0	0	0	0	0	0	0
teknik ayrıntı	0	0	0	0	0	0	0	0	0	0
teknisyen	0	0	0	0	0	0	0	0	0	0
teknoloji	0	0	0	0	0	0	1	0	0	0
tekrar et	0	0	0	0	0	0	0	0	0	0
tekrar kurmak	0	0	0	0	0	0	0	0	0	0
tekrar ortaya çıkmak	0	0	0	0	0	0	0	0	1	0
tekrar ziyaret etmek	0	0	0	0	0	0	0	0	0	0
tekrarlama	0	0	0	0	0	0	0	0	0	0
tekrarlamak	0	0	0	0	0	0	0	0	0	0
tekrarlanan	0	0	0	0	0	0	0	0	0	0
tekrarlayan	0	0	0	0	0	0	0	0	0	0
tekrarlayıcı	0	0	0	0	0	0	0	0	0	0
Tekstil	0	0	0	0	0	0	0	0	0	0
tel	0	0	0	0	0	0	0	0	0	0
telaffuz	0	0	0	0	0	0	0	0	0	0
telafi edici	0	0	0	0	0	0	1	0	0	0
telaş	0	0	0	0	0	0	0	0	0	0
telaşlı	0	0	0	0	0	0	0	0	0	0
telefon	0	0	0	0	0	0	0	0	0	0
Telekulak	0	0	0	0	0	1	0	0	0	0
teleskop	0	0	0	0	0	0	0	0	0	0
teleskopik	0	0	0	0	0	0	0	0	0	0
televizyon	0	0	0	0	0	0	0	0	0	0
telgraf	0	0	0	0	0	0	0	0	0	0
telif hakkı	0	0	0	0	0	0	0	0	0	0
telkin	0	0	0	0	0	0	0	0	0	0
tema	0	0	0	0	0	0	0	0	0	0
temas	0	0	0	0	0	0	1	0	0	0
tembel	0	0	0	0	0	1	0	0	0	0
tembellik	0	0	0	0	0	0	0	0	0	0
temel	0	0	0	0	0	0	0	0	0	0
temel düşünce	0	0	0	0	0	0	1	0	0	0
temelsiz	0	0	0	0	0	1	0	0	0	0
temin etmek	0	0	0	0	0	0	1	0	0	0
temiz	0	0	0	0	1	0	1	0	0	1
temizce	0	0	0	0	0	0	1	0	0	0
temizlemek	0	0	0	0	0	0	1	0	0	0
temizleyici	0	0	0	0	0	0	1	0	0	0
temizlik	0	0	0	0	0	0	1	0	0	0
temkinli	0	0	0	0	0	0	0	0	0	0
temsil	0	0	0	0	0	0	0	0	0	0
temsil eden	0	1	0	0	0	0	0	0	0	0
temsilci	0	0	0	0	0	0	1	0	0	1
temyiz	0	1	0	0	0	0	0	0	0	0
temyiz eden taraf	0	0	0	0	0	0	0	0	0	0
ten	0	0	0	0	0	0	0	0	0	0
tencere	0	0	0	0	0	0	0	0	0	0
tendon	0	0	0	0	0	0	0	0	0	0
teneke kutu	0	0	0	0	0	0	0	0	0	0
tenezzül	1	0	1	0	0	1	0	1	0	0
tenis	0	0	0	0	0	0	0	0	0	0
tente	0	0	0	0	0	0	0	0	0	0
tentür	0	0	0	0	0	0	0	0	0	0
teokrasi	0	0	0	0	0	0	0	0	0	0
teokratik	1	0	0	1	0	1	0	1	0	1
teorem	0	0	0	0	0	0	0	0	0	1
teori	0	1	0	0	0	0	0	0	0	1
teorik	0	0	0	0	0	0	1	0	0	0
Tepe	0	0	0	0	0	0	0	0	0	0
tepecik	0	0	0	0	0	0	0	0	0	0
tepeden	0	0	0	0	0	1	0	0	0	0
tepeli	0	0	0	0	0	0	0	0	0	0
tepelik	0	0	0	0	0	0	0	0	0	0
tepki	1	0	0	1	0	0	0	0	0	0
tepsi	0	0	0	0	0	0	0	0	0	0
ter	0	0	0	0	0	0	0	0	0	0
teras	0	0	0	0	0	0	0	0	0	0
terazi	0	0	0	0	0	0	0	0	0	0
terbiye	0	0	0	0	0	0	1	0	0	0
terbiye etme	0	1	0	0	1	0	1	0	0	1
terbiyeli	0	0	0	0	0	0	1	0	0	0
terbiyesizlik	1	0	1	0	0	1	0	0	1	0
tercih	0	0	0	0	0	0	0	0	0	0
tercih etmek	0	0	0	0	0	0	1	0	0	1
tercihli	0	0	0	0	0	0	0	0	0	0
tereddüt	0	0	0	0	0	0	0	0	0	0
Tereyağı	0	0	0	0	0	0	0	0	0	0
tereyağlı	0	0	0	0	0	0	1	0	0	0
terim	0	0	0	0	0	0	0	0	0	0
terk	1	0	0	1	0	1	0	1	1	0
terkedilmiş	1	0	0	1	0	1	0	1	0	0
terketmek	0	0	0	1	0	1	0	1	0	0
terleme	0	0	1	0	0	0	0	0	0	0
terlemek	0	0	0	0	0	0	0	0	0	0
terlik	0	0	0	0	0	0	0	0	0	0
termal	0	0	0	0	0	0	0	0	0	0
terminal	0	0	0	1	0	1	0	1	0	0
terminali	0	0	0	0	0	0	0	0	0	0
terminoloji	0	0	0	0	0	0	0	0	0	0
termit	0	0	1	0	0	1	0	0	0	0
termodinamik	0	0	0	0	0	0	0	0	0	0
termometre	0	0	0	0	0	0	0	0	0	1
termostat	0	0	0	0	0	0	0	0	0	0
terör	0	0	0	1	0	1	0	0	0	0
terörist	1	0	1	1	0	1	0	1	1	0
terörizm	1	0	1	1	0	1	0	1	0	0
terriyer	0	0	0	0	0	0	0	0	0	0
ters	1	0	1	1	0	1	0	1	0	0
ters çevirme	0	0	0	0	0	0	0	0	0	0
tersine çevirme	1	0	1	0	0	1	0	0	1	0
tertemiz	0	0	0	0	1	0	1	0	0	1
terzi	0	0	0	0	0	0	0	0	0	0
terzilik	0	0	0	0	0	0	0	0	0	0
tesadüf	0	0	0	0	0	0	0	0	1	0
tesadüfen	0	0	0	0	0	0	0	0	0	0
tesadüfi	0	0	0	1	0	1	0	0	1	0
tescilli	0	0	0	0	0	0	0	0	0	0
teselli	0	0	0	0	0	0	0	0	0	0
Teşhis	0	1	0	1	0	1	0	0	0	1
tesis	0	0	0	0	0	0	0	0	0	0
tesislerinde	0	0	0	0	0	0	1	0	0	0
teslim	0	1	0	0	0	0	1	0	0	0
teslim olur	0	0	0	0	0	1	0	1	0	0
tespih	0	0	0	0	0	0	0	0	0	0
tespit	0	0	0	0	0	0	0	0	0	0
teşrih	0	0	1	0	0	0	0	0	0	0
teşvik	0	0	0	0	0	0	1	0	0	0
teşvik etmek	0	0	0	0	1	0	1	0	0	1
tetanos	0	0	1	0	0	1	0	0	0	0
tetik	0	0	0	0	0	0	0	0	0	0
tetikte	0	0	0	0	0	0	1	0	0	1
tetrahedral	0	0	0	0	0	0	0	0	0	0
tevazu	0	0	0	0	0	0	1	0	0	1
teyit	0	0	0	0	0	0	0	0	0	1
teyze	0	0	0	0	0	0	1	0	0	1
tez	0	0	0	0	0	0	0	0	0	0
tezahürat	0	1	0	0	1	0	1	0	1	1
tezahürü	0	0	0	1	0	0	0	0	0	0
tezat	0	0	0	0	0	1	0	0	0	0
tezgahları	0	0	0	0	0	0	0	0	0	0
ticaret	0	0	0	0	0	0	0	0	0	1
ticari	0	0	0	0	0	0	0	0	0	0
tiksindirici	1	0	1	0	0	1	0	0	0	0
tiksinme	0	0	1	0	0	1	0	0	0	0
tiksinmek	1	0	1	0	0	1	0	0	0	0
tilde	0	0	0	0	0	0	0	0	0	0
tilki	0	0	0	0	0	0	0	0	0	0
timsah	0	0	0	0	0	0	0	0	0	0
tinsellik	0	0	0	0	0	0	0	0	0	0
tip	0	0	0	0	0	0	0	0	0	0
tipik	0	0	0	0	0	0	0	0	0	0
tirad	1	0	1	0	0	1	0	0	0	0
tiran	1	0	1	1	0	1	0	1	0	0
tirbuşon	0	0	0	0	0	0	0	0	0	0
tire	0	0	0	0	0	0	0	0	0	0
Titanik	0	0	0	0	0	0	0	0	0	0
titiz	0	0	0	0	0	0	0	0	0	0
titizlik	0	0	1	1	0	1	0	0	0	0
titrek	0	0	0	0	0	0	0	0	0	0
titreme	0	0	0	1	0	1	0	0	0	0
titremek	0	0	0	1	0	1	0	0	0	0
titreşen	0	0	0	0	0	0	0	0	0	0
titreşim	0	0	0	0	0	0	0	0	0	0
titreşimli	0	0	0	0	0	0	0	0	0	0
titreyen	0	0	0	1	0	1	0	0	0	0
titreyerek	0	0	0	1	0	1	0	0	0	0
titty	0	0	0	0	0	0	0	0	0	0
tiyatro	0	0	0	0	1	0	1	0	0	0
tiz	1	0	0	1	0	1	0	0	1	0
tıbbi	0	1	0	1	0	0	1	0	0	1
tık	0	0	0	0	0	0	0	0	0	0
tıkaç	0	0	1	0	0	1	0	0	0	0
tıkanıklık	0	0	0	0	0	1	0	0	0	0
tıkanma	0	0	0	0	0	0	0	0	0	0
tıkıştıran	0	0	0	0	0	0	0	0	0	0
tıklatma	0	0	0	0	0	0	0	0	0	0
tıknaz	0	0	0	0	0	0	0	0	0	0
tılsım	0	0	0	0	0	0	1	0	0	0
tıngırtı	0	0	0	0	0	0	0	0	0	0
tını	0	0	0	0	0	0	0	0	0	0
tıraş	0	0	0	0	0	0	0	0	0	0
tıraş olmak	0	0	0	0	0	0	0	0	0	0
tırıs	0	0	0	0	0	0	0	0	0	0
tırmalamak	0	0	0	0	0	0	0	0	0	0
tırmanış	0	0	0	0	0	0	0	0	0	0
tırmık	0	0	0	0	0	0	0	0	0	0
tırnak	0	0	0	0	0	0	0	0	0	0
tırtıklı	0	0	0	0	0	0	0	0	0	0
tırtıl	0	0	0	0	0	0	0	0	0	0
tıslama	1	0	0	1	0	1	0	0	0	0
toby	0	0	0	0	0	0	0	0	0	0
töhmet	0	0	0	0	0	1	0	0	0	0
tohum	0	0	0	0	0	0	0	0	0	0
toka	0	0	0	0	0	0	0	0	0	0
tokat	1	0	0	0	0	1	0	0	1	0
tokluk	0	0	1	0	0	1	0	0	0	0
tokmak	0	0	0	0	0	0	0	0	0	0
toksik	0	0	1	0	0	1	0	0	0	0
toksikoloji	0	0	0	0	0	0	0	0	0	0
toksin	0	0	0	1	0	1	0	0	0	0
tolerans	0	0	0	0	0	0	1	0	0	0
Tombul	0	1	0	0	0	0	0	0	0	0
tomurcuk	0	0	0	0	0	0	0	0	0	0
ton	0	0	0	0	0	0	0	0	0	0
tonaj	0	0	0	0	0	0	0	0	0	0
tonik	0	0	0	0	0	0	0	0	0	0
tonlama	0	0	0	0	0	0	1	0	0	0
tonoz	0	0	0	0	0	0	0	0	0	0
tonozlu	0	0	0	0	0	0	0	0	0	0
top	0	0	0	0	0	0	0	0	0	0
topak	0	0	0	0	0	0	0	0	0	0
topaklı	0	0	1	0	0	1	0	0	0	0
topaz	0	0	0	0	0	0	0	0	0	0
topçu	0	0	0	0	0	0	0	0	0	0
toplam	0	0	0	0	0	0	0	0	0	0
toplama	0	0	0	0	0	0	0	0	0	0
toplamak	0	0	0	0	0	0	0	0	0	0
toplanma	0	0	0	0	0	0	0	0	0	0
toplanmak	0	0	0	0	0	0	0	0	0	0
toplanmış	0	0	0	0	0	0	0	0	0	0
toplantı	0	0	0	0	0	0	0	0	0	0
toplu	0	0	0	0	0	0	0	0	0	0
toplu iğne	0	0	0	0	0	0	0	0	0	0
toplu olarak	0	0	0	0	0	0	1	0	0	1
topluluk	0	0	0	0	0	0	1	0	0	0
toplum	0	0	0	0	0	0	0	0	0	0
topografik	0	0	0	0	0	0	0	0	0	0
topografya	0	0	0	0	0	0	0	0	0	0
toprak	0	0	0	0	0	0	0	0	0	0
toprak parçası	0	0	0	0	0	0	0	0	0	0
toprakaltı	0	0	0	0	0	0	0	0	0	0
topraklar	0	0	0	0	0	0	0	0	0	0
topraklı	0	0	0	1	0	1	0	1	0	0
toptancı	0	0	0	0	0	0	0	0	0	0
topuk	0	0	0	0	0	1	0	0	0	0
Topuz	0	0	0	1	0	1	0	0	0	0
töre	1	1	1	0	1	0	1	0	1	1
tören	0	0	0	0	0	0	0	0	0	0
törensel	0	0	0	0	0	0	0	0	0	0
torna	0	0	0	0	0	0	0	0	0	0
Tornavida	0	0	0	0	0	0	0	0	0	0
torpido	1	0	0	0	0	1	0	0	0	0
torpil	0	1	0	0	0	0	1	0	0	1
tortu	0	0	0	0	0	0	0	0	0	0
tortul	0	0	0	0	0	0	0	0	0	0
torun	0	0	0	0	0	0	0	0	0	0
torunlar	0	1	0	0	1	0	1	0	0	1
tos vurma	0	0	0	0	0	0	0	0	0	0
tosbağa	0	0	0	0	0	0	0	0	0	0
totem	0	0	0	0	0	0	0	0	0	0
tövbe	0	0	0	0	0	0	0	0	0	0
tövbe etmek	0	0	0	1	0	0	1	0	0	0
toynak	0	0	0	0	0	0	0	0	0	0
toz	0	0	0	0	0	1	0	0	0	0
toz haline getirilmiş	0	0	0	0	0	0	0	0	0	0
tozlu	0	0	0	0	0	0	0	0	0	0
trafik	0	0	0	0	0	0	0	0	0	0
trajedi	0	0	0	1	0	1	0	1	0	0
trajik	0	0	0	0	0	1	0	0	0	0
traktör	0	0	0	0	0	0	0	0	0	0
tramvay	0	0	0	0	0	0	0	0	0	0
tramvay hattı	0	0	0	0	0	0	0	0	0	0
trans	0	0	0	0	0	1	0	0	0	0
transandantal	0	0	0	0	0	0	1	0	0	0
transatlantik	0	0	0	0	0	0	0	0	0	0
transcriber	0	0	0	0	0	0	0	0	0	0
Transcript	0	0	0	0	0	0	0	0	0	1
